affiliation	url	ror_results	chosen	score	matching_type	organization.name	organization.id	organization.country.country_name
USC, Los Angeles	https://api.ror.org/organizations?affiliation=USC,+Los+Angeles	24	FALSE	0.9	ACRONYM	Universidade Sénior Contemporânea	https://ror.org/008836v19	Portugal
USC, USA	https://api.ror.org/organizations?affiliation=USC,+USA	2	TRUE	1	ACRONYM	Utica School of Commerce	https://ror.org/031dhd775	United States
Utah State University	https://api.ror.org/organizations?affiliation=Utah+State+University	4	TRUE	1	PHRASE	Utah State University	https://ror.org/00h6set76	United States
Utrecht University	https://api.ror.org/organizations?affiliation=Utrecht+University	20	TRUE	1	PHRASE	Utrecht University	https://ror.org/04pp8hn57	Netherlands
Utrecht University, Netherlands	https://api.ror.org/organizations?affiliation=Utrecht+University,+Netherlands	10	TRUE	1	PHRASE	Utrecht University	https://ror.org/04pp8hn57	Netherlands
UW Madison, USA	https://api.ror.org/organizations?affiliation=UW+Madison,+USA	8	FALSE	0.69	COMMON TERMS	YWCA Madison	https://ror.org/02sxhaw47	United States
Vanderbilt University	https://api.ror.org/organizations?affiliation=Vanderbilt+University	20	TRUE	1	PHRASE	Vanderbilt University	https://ror.org/02vm5rt34	United States
Vanderbilt University, Nashville, TN	https://api.ror.org/organizations?affiliation=Vanderbilt+University,+Nashville,+TN	17	TRUE	1	PHRASE	Vanderbilt University	https://ror.org/02vm5rt34	United States
Vanderbilt University, USA	https://api.ror.org/organizations?affiliation=Vanderbilt+University,+USA	9	TRUE	1	PHRASE	Vanderbilt University	https://ror.org/02vm5rt34	United States
VATT Institute for Economic Research && University of Turku	https://api.ror.org/organizations?affiliation=VATT+Institute+for+Economic+Research+&&+University+of+Turku	17	TRUE	1	PHRASE	VATT Institute for Economic Research	https://ror.org/017qjec28	Finland
Victoria University of Wellington, New Zealand	https://api.ror.org/organizations?affiliation=Victoria+University+of+Wellington,+New+Zealand	7	TRUE	1	PHRASE	Victoria University of Wellington	https://ror.org/0040r6f76	New Zealand
Vienna Institute of Demography/Austrian Academy of Sciences, Wittgenstein Centre for Demography and Global Human Capital, Vienna	https://api.ror.org/organizations?affiliation=Vienna+Institute+of+Demography/Austrian+Academy+of+Sciences,+Wittgenstein+Centre+for+Demography+and+Global+Human+Capital,+Vienna	9	FALSE	0.67	COMMON TERMS	Vienna Institute of Demography	https://ror.org/04ycden15	Austria
Vienna Institute of Demography/Austrian Academy of Sciences, Wittgenstein Centre for Demography and Global Human Capital, Vienna && School of International Development, University of East Anglia, Norwich	https://api.ror.org/organizations?affiliation=Vienna+Institute+of+Demography/Austrian+Academy+of+Sciences,+Wittgenstein+Centre+for+Demography+and+Global+Human+Capital,+Vienna+&&+School+of+International+Development,+University+of+East+Anglia,+Norwich	9	FALSE	0.67	COMMON TERMS	Vienna Institute of Demography	https://ror.org/04ycden15	Austria
Vienna University of Economics	https://api.ror.org/organizations?affiliation=Vienna+University+of+Economics	20	TRUE	1	HEURISTICS	University of Vienna	https://ror.org/03prydq77	Austria
Vienna University of Economics and Business, Austria	https://api.ror.org/organizations?affiliation=Vienna+University+of+Economics+and+Business,+Austria	17	TRUE	1	HEURISTICS	University of Vienna	https://ror.org/03prydq77	Austria
Vienna University of Economics, Austria	https://api.ror.org/organizations?affiliation=Vienna+University+of+Economics,+Austria	8	TRUE	1	HEURISTICS	University of Vienna	https://ror.org/03prydq77	Austria
Vilnius University, Institute of International Relations and Political Science, Lithuania	https://api.ror.org/organizations?affiliation=Vilnius+University,+Institute+of+International+Relations+and+Political+Science,+Lithuania	11	TRUE	1	PHRASE	Vilnius University	https://ror.org/03nadee84	Lithuania
Vilnius University, Lithuania	https://api.ror.org/organizations?affiliation=Vilnius+University,+Lithuania	13	TRUE	1	PHRASE	Vilnius University	https://ror.org/03nadee84	Lithuania
Virginia Military Institute	https://api.ror.org/organizations?affiliation=Virginia+Military+Institute	2	TRUE	1	PHRASE	Virginia Military Institute	https://ror.org/01ngnm118	United States
Virginia Tech, USA	https://api.ror.org/organizations?affiliation=Virginia+Tech,+USA	19	TRUE	1	FUZZY	Virginia Tech	https://ror.org/02smfhw86	United States
VIVE, Denmark	https://api.ror.org/organizations?affiliation=VIVE,+Denmark	5	TRUE	1	ACRONYM	Danish Center for Social Science Research	https://ror.org/0523ssa79	Denmark
VIVE, The Danish Center for Social Science Research && IZA Institute for Labor	https://api.ror.org/organizations?affiliation=VIVE,+The+Danish+Center+for+Social+Science+Research+&&+IZA+Institute+for+Labor	18	TRUE	1	PHRASE	Danish Center for Social Science Research	https://ror.org/0523ssa79	Denmark
Vrije universiteit amsterdam	https://api.ror.org/organizations?affiliation=Vrije+universiteit+amsterdam	16	TRUE	1	PHRASE	VU Amsterdam	https://ror.org/008xxew50	Netherlands
Vrije Universiteit Amsterdam	https://api.ror.org/organizations?affiliation=Vrije+Universiteit+Amsterdam	16	TRUE	1	PHRASE	VU Amsterdam	https://ror.org/008xxew50	Netherlands
Vrije Universiteit Amsterdam, Amsterdam	https://api.ror.org/organizations?affiliation=Vrije+Universiteit+Amsterdam,+Amsterdam	18	TRUE	1	PHRASE	VU Amsterdam	https://ror.org/008xxew50	Netherlands
Vrije Universiteit Amsterdam, Netherlands	https://api.ror.org/organizations?affiliation=Vrije+Universiteit+Amsterdam,+Netherlands	9	TRUE	1	PHRASE	VU Amsterdam	https://ror.org/008xxew50	Netherlands
Vrije Universiteit Brussel	https://api.ror.org/organizations?affiliation=Vrije+Universiteit+Brussel	17	TRUE	1	PHRASE	Vrije Universiteit Brussel	https://ror.org/006e5kg04	Belgium
Vrije Universiteit Brussel, Belgium	https://api.ror.org/organizations?affiliation=Vrije+Universiteit+Brussel,+Belgium	9	TRUE	1	PHRASE	Vrije Universiteit Brussel	https://ror.org/006e5kg04	Belgium
Vrije Universiteit, Netherlands	https://api.ror.org/organizations?affiliation=Vrije+Universiteit,+Netherlands	10	FALSE	0.79	COMMON TERMS	VU Amsterdam	https://ror.org/008xxew50	Netherlands
Vrije Universiteit, Netherlands. Vrije Universiteit Amsterdam, Netherlands	https://api.ror.org/organizations?affiliation=Vrije+Universiteit,+Netherlands.+Vrije+Universiteit+Amsterdam,+Netherlands	23	FALSE	0.82	COMMON TERMS	VU Amsterdam	https://ror.org/008xxew50	Netherlands
Warsaw School of Economics, Poland	https://api.ror.org/organizations?affiliation=Warsaw+School+of+Economics,+Poland	6	TRUE	0.93	PHRASE	SGH Warsaw School of Economics	https://ror.org/032cph770	Poland
Warwick University, Coventry	https://api.ror.org/organizations?affiliation=Warwick+University,+Coventry	26	TRUE	1	PHRASE	University of Warwick	https://ror.org/01a77tt86	United Kingdom
Waseda Institute for Advanced Study, Japan	https://api.ror.org/organizations?affiliation=Waseda+Institute+for+Advanced+Study,+Japan	0						
Waseda University	https://api.ror.org/organizations?affiliation=Waseda+University	20	TRUE	1	PHRASE	Waseda University	https://ror.org/00ntfnx83	Japan
Waseda University, Japan	https://api.ror.org/organizations?affiliation=Waseda+University,+Japan	7	TRUE	1	PHRASE	Waseda University	https://ror.org/00ntfnx83	Japan
Washington and Lee University, USA	https://api.ror.org/organizations?affiliation=Washington+and+Lee+University,+USA	17	TRUE	1	PHRASE	Lee University	https://ror.org/00fwhaq79	United States
Washington University in Saint Louis, Saint Louis	https://api.ror.org/organizations?affiliation=Washington+University+in+Saint+Louis,+Saint+Louis	4	TRUE	0.96	COMMON TERMS	Washington University in St. Louis	https://ror.org/01yc7t268	United States
Washington University in St Louis, USA	https://api.ror.org/organizations?affiliation=Washington+University+in+St+Louis,+USA	8	TRUE	1	PHRASE	Washington University in St. Louis	https://ror.org/01yc7t268	United States
Washington University in St. Louis, USA	https://api.ror.org/organizations?affiliation=Washington+University+in+St.+Louis,+USA	8	TRUE	1	PHRASE	Washington University in St. Louis	https://ror.org/01yc7t268	United States
Washington University, St. Louis, USA	https://api.ror.org/organizations?affiliation=Washington+University,+St.+Louis,+USA	26	FALSE	1	HEURISTICS	University of Washington	https://ror.org/00cvxb145	United States
Wayne State University	https://api.ror.org/organizations?affiliation=Wayne+State+University	19	TRUE	1	PHRASE	Wayne State University	https://ror.org/01070mq45	United States
West Virginia University	https://api.ror.org/organizations?affiliation=West+Virginia+University	11	TRUE	1	PHRASE	West Virginia University	https://ror.org/011vxgd24	United States
West Virginia University, Morgantown	https://api.ror.org/organizations?affiliation=West+Virginia+University,+Morgantown	11	TRUE	1	PHRASE	West Virginia University	https://ror.org/011vxgd24	United States
West Virginia University, USA	https://api.ror.org/organizations?affiliation=West+Virginia+University,+USA	12	TRUE	1	PHRASE	West Virginia University	https://ror.org/011vxgd24	United States
Western University, Canada	https://api.ror.org/organizations?affiliation=Western+University,+Canada	6	TRUE	1	PHRASE	Western University	https://ror.org/02grkyz14	Canada
Western Washington University, USA	https://api.ror.org/organizations?affiliation=Western+Washington+University,+USA	8	FALSE	1	HEURISTICS	University of Washington	https://ror.org/00cvxb145	United States
Westfälische Wilhelms-Universität Münster, Germany	https://api.ror.org/organizations?affiliation=Westfalische+Wilhelms-Universitat+Munster,+Germany	10	TRUE	1	PHRASE	University of Münster	https://ror.org/00pd74e08	Germany
Wheaton College (Emeritus), USA	https://api.ror.org/organizations?affiliation=Wheaton+College+(Emeritus),+USA	10	FALSE	0.71	FUZZY	Harper College	https://ror.org/04b1gft39	United States
William & Mary, USA	https://api.ror.org/organizations?affiliation=William+&+Mary,+USA	0						
Wirtschaftsuniversität Wien	https://api.ror.org/organizations?affiliation=Wirtschaftsuniversitat+Wien	14	TRUE	1	PHRASE	Vienna University of Economics and Business	https://ror.org/03yn8s215	Austria
Wirtschaftsuniversität Wien && Österreichisches Institut für Wirtschaftsforschung Wien	https://api.ror.org/organizations?affiliation=Wirtschaftsuniversitat+Wien+&&+Osterreichisches+Institut+fur+Wirtschaftsforschung+Wien	14	TRUE	1	PHRASE	Vienna University of Economics and Business	https://ror.org/03yn8s215	Austria
Wissenschaftszentrum Berlin für Sozialforschung, Germany	https://api.ror.org/organizations?affiliation=Wissenschaftszentrum+Berlin+fur+Sozialforschung,+Germany	14	TRUE	1	PHRASE	Social Science Research Center Berlin	https://ror.org/03k0z2z93	Germany
Wissenschaftszentrum Berlin/ Berlin Social Science Center, Germany	https://api.ror.org/organizations?affiliation=Wissenschaftszentrum+Berlin/+Berlin+Social+Science+Center,+Germany	11	FALSE	0.68	COMMON TERMS	Social Science Research Center Berlin	https://ror.org/03k0z2z93	Germany
World Trade Institute (WTI), University of Bern, Switzerland	https://api.ror.org/organizations?affiliation=World+Trade+Institute+(WTI),+University+of+Bern,+Switzerland	19	TRUE	1	PHRASE	University of Bern	https://ror.org/02k7v4d05	Switzerland
WU Wien, Vienna	https://api.ror.org/organizations?affiliation=WU+Wien,+Vienna	15	FALSE	0.52	COMMON TERMS	Kiang Wu Hospital	https://ror.org/03r5za471	China
WZB - Berlin Social Science Center	https://api.ror.org/organizations?affiliation=WZB+-+Berlin+Social+Science+Center	16	TRUE	0.9	ACRONYM	Social Science Research Center Berlin	https://ror.org/03k0z2z93	Germany
WZB - Berlin Social Science Center && MZES - Mannheim	https://api.ror.org/organizations?affiliation=WZB+-+Berlin+Social+Science+Center+&&+MZES+-+Mannheim	16	TRUE	0.9	ACRONYM	Social Science Research Center Berlin	https://ror.org/03k0z2z93	Germany
WZB Berlin	https://api.ror.org/organizations?affiliation=WZB+Berlin	1	TRUE	0.9	ACRONYM	Social Science Research Center Berlin	https://ror.org/03k0z2z93	Germany
WZB Berlin and University of Bamberg, Germany. University of Bamberg, Germany	https://api.ror.org/organizations?affiliation=WZB+Berlin+and+University+of+Bamberg,+Germany.+University+of+Bamberg,+Germany	13	TRUE	1	PHRASE	University of Bamberg	https://ror.org/01c1w6d29	Germany
WZB Berlin Social Science Center	https://api.ror.org/organizations?affiliation=WZB+Berlin+Social+Science+Center	16	TRUE	0.9	ACRONYM	Social Science Research Center Berlin	https://ror.org/03k0z2z93	Germany
WZB Berlin Social Science Center, Berlin	https://api.ror.org/organizations?affiliation=WZB+Berlin+Social+Science+Center,+Berlin	27	TRUE	0.9	ACRONYM	Social Science Research Center Berlin	https://ror.org/03k0z2z93	Germany
WZB Berlin Social Science Center, Berlin, Germany	https://api.ror.org/organizations?affiliation=WZB+Berlin+Social+Science+Center,+Berlin,+Germany	14	TRUE	1	ACRONYM	Social Science Research Center Berlin	https://ror.org/03k0z2z93	Germany
WZB Berlin Social Science Center, Germany	https://api.ror.org/organizations?affiliation=WZB+Berlin+Social+Science+Center,+Germany	6	TRUE	1	ACRONYM	Social Science Research Center Berlin	https://ror.org/03k0z2z93	Germany
WZB Berlin Social Science Centre, Germany	https://api.ror.org/organizations?affiliation=WZB+Berlin+Social+Science+Centre,+Germany	8	TRUE	1	ACRONYM	Social Science Research Center Berlin	https://ror.org/03k0z2z93	Germany
WZB Social Science Center Berlin	https://api.ror.org/organizations?affiliation=WZB+Social+Science+Center+Berlin	16	TRUE	0.9	ACRONYM	Social Science Research Center Berlin	https://ror.org/03k0z2z93	Germany
WZB, Germany	https://api.ror.org/organizations?affiliation=WZB,+Germany	1	TRUE	1	ACRONYM	Social Science Research Center Berlin	https://ror.org/03k0z2z93	Germany
Ya?ar University	https://api.ror.org/organizations?affiliation=Ya?ar+University	19	FALSE	0.75	FUZZY	University of Bern	https://ror.org/02k7v4d05	Switzerland
Yale University	https://api.ror.org/organizations?affiliation=Yale+University	20	TRUE	1	PHRASE	Yale University	https://ror.org/03v76x132	United States
Yale University, New Haven	https://api.ror.org/organizations?affiliation=Yale+University,+New+Haven	27	TRUE	1	PHRASE	Yale University	https://ror.org/03v76x132	United States
Yale University, USA	https://api.ror.org/organizations?affiliation=Yale+University,+USA	9	TRUE	1	PHRASE	Yale University	https://ror.org/03v76x132	United States
Yale University, USA. Yale University, USA	https://api.ror.org/organizations?affiliation=Yale+University,+USA.+Yale+University,+USA	13	TRUE	1	PHRASE	Yale University	https://ror.org/03v76x132	United States
Yale, USA	https://api.ror.org/organizations?affiliation=Yale,+USA	0						
