affiliation	affiliation_ror	affiliation_url	affiliation_ccode	affiliation_cname
Universität Düsseldorf	Heinrich Heine University Düsseldorf	https://ror.org/024z2rq82	DE	Germany
Universität Göttingen	University of Göttingen	https://ror.org/01y9bpm73	DE	Germany
Universität Göttingen, Germany	University of Göttingen	https://ror.org/01y9bpm73	DE	Germany
Universität Hamburg	Universität Hamburg	https://ror.org/00g30e956	DE	Germany
Universität Hamburg, Germany	Universität Hamburg	https://ror.org/00g30e956	DE	Germany
Universität Innsbruck, Austria	Universität Innsbruck	https://ror.org/054pv6659	AT	Austria
Universität Konstanz	University of Konstanz	https://ror.org/0546hnb39	DE	Germany
Universität Konstanz, Germany	University of Konstanz	https://ror.org/0546hnb39	DE	Germany
Universität Mannheim	University of Mannheim	https://ror.org/031bsb921	DE	Germany
Universität Mannheim, Germany	University of Mannheim	https://ror.org/031bsb921	DE	Germany
Universität Witten/Herdecke, Germany	Witten/Herdecke University	https://ror.org/00yq55g44	DE	Germany
Universität Zürich	University of Zurich	https://ror.org/02crff812	CH	Switzerland
Université Libre de Bruxelles	Université Libre de Bruxelles	https://ror.org/01r9htc13	BE	Belgium
Université Libre de Bruxelles, Belgium	Université Libre de Bruxelles	https://ror.org/01r9htc13	BE	Belgium
Université Paris-Saclay	University of Paris-Saclay	https://ror.org/03xjwb503	FR	France
Université Paris-Saclay, France	University of Paris-Saclay	https://ror.org/03xjwb503	FR	France
Université de Genève	University of Geneva	https://ror.org/01swzsf04	CH	Switzerland
Université de Lausanne	University of Lausanne	https://ror.org/019whta54	CH	Switzerland
Université de Montréal	University of Montreal	https://ror.org/0161xgx34	CA	Canada
Université de Montréal and Sciences Po Paris, Canada	Université de Montréal	https://ror.org/0161xgx34	CA	Canada
Université de Montréal, Canada	University of Montreal	https://ror.org/0161xgx34	CA	Canada
Université de Montréal, Canada && University of Vienna, Austria	Université de Montréal	https://ror.org/0161xgx34	CA	Canada
Université de Sherbrooke, Canada	Université de Sherbrooke	https://ror.org/00kybxq39	CA	Canada
Université du Luxembourg, Luxembourg && Université Libre de Bruxelles, Belgium	University of Luxembourg	https://ror.org/036x5ad56	LU	Luxembourg
Université libre de Bruxelles	Université Libre de Bruxelles	https://ror.org/01r9htc13	BE	Belgium
Université libre de Bruxelles, Belgium	Université Libre de Bruxelles	https://ror.org/01r9htc13	BE	Belgium
Université libre de Bruxelles, USA	Université Libre de Bruxelles	https://ror.org/01r9htc13	BE	Belgium
Universtät Bamberg	University of Bamberg	https://ror.org/01c1w6d29	DE	Germany
Unviersity of Oslo, Norway	University of Oslo	https://ror.org/01xtthb56	NO	Norway
Uppsala University	Uppsala University	https://ror.org/048a87296	SE	Sweden
Uppsala University & Stockholm International Peace Research Institute	Uppsala University	https://ror.org/048a87296	SE	Sweden
Uppsala University && Stockholm University	Uppsala University	https://ror.org/048a87296	SE	Sweden
Uppsala University, Sweden	Uppsala University	https://ror.org/048a87296	SE	Sweden
Uppsala University, Uppsala	Uppsala University	https://ror.org/048a87296	SE	Sweden
Urban Institute	Urban Institute	https://ror.org/017pz3h73	US	United States
Utah State University	Utah State University	https://ror.org/00h6set76	US	United States
Utrecht University	Utrecht University	https://ror.org/04pp8hn57	NL	Netherlands
Utrecht University, Netherlands	Utrecht University	https://ror.org/04pp8hn57	NL	Netherlands
V-Dem Institute, University of Gothenburg	University of Gothenburg	https://ror.org/01tm6cn81	SE	Sweden
VATT Institute for Economic Research && University of Turku	University of Turku	https://ror.org/05vghhr25	FI	Finland
VIVE, Denmark	Danish Center for Social Science Research	https://ror.org/0523ssa79	DK	Denmark
VIVE, The Danish Center for Social Science Research && IZA Institute for Labor	Danish Center for Social Science Research	https://ror.org/0523ssa79	DK	Denmark
VU Amsterdam, Netherlands	Vrije Universiteit Amsterdam	https://ror.org/008xxew50	NL	Netherlands
Vanderbilt	Vanderbilt University	https://ror.org/02vm5rt34	US	United States
Vanderbilt Department of Political Science	Vanderbilt University	https://ror.org/02vm5rt34	US	United States
Vanderbilt University	Vanderbilt University	https://ror.org/02vm5rt34	US	United States
Vanderbilt University, Nashville, TN	Vanderbilt University	https://ror.org/02vm5rt34	US	United States
Vanderbilt University, USA	Vanderbilt University	https://ror.org/02vm5rt34	US	United States
Vanderbilt, USA	Vanderbilt University	https://ror.org/02vm5rt34	US	United States
Victoria University of Wellington	Victoria University of Wellington	https://ror.org/0040r6f76	NZ	New Zealand
Victoria University of Wellington, New Zealand	Victoria University of Wellington	https://ror.org/0040r6f76	NZ	New Zealand
Vienna Institute of Demography/Austrian Academy of Sciences, Wittgenstein Centre for Demography and Global Human Capital, Vienna	Vienna Institute of Demography	https://ror.org/04ycden15	AT	Austria
Vienna Institute of Demography/Austrian Academy of Sciences, Wittgenstein Centre for Demography and Global Human Capital, Vienna && School of International Development, University of East Anglia, Norwich	Vienna Institute of Demography	https://ror.org/04ycden15	AT	Austria
Vienna University of Economics	University of Vienna	https://ror.org/03prydq77	AT	Austria
Vienna University of Economics Welthandelsplatz 1 1020 Vienna Austria	Vienna University of Economics and Business	https://ror.org/03yn8s215	AT	Austria
Vienna University of Economics and Business	Vienna University of Economics and Business	https://ror.org/03yn8s215	AT	Austria
Vienna University of Economics and Business, Austria	University of Vienna	https://ror.org/03prydq77	AT	Austria
Vienna University of Economics, Austria	University of Vienna	https://ror.org/03prydq77	AT	Austria
Villanova University	Villanova University	https://ror.org/02g7kd627	US	United States
Vilnius University, Institute of International Relations and Political Science	Vilnius University	https://ror.org/03nadee84	LT	Lithuania
Vilnius University, Institute of International Relations and Political Science, Lithuania	Vilnius University	https://ror.org/03nadee84	LT	Lithuania
Vilnius University, Lithuania	Vilnius University	https://ror.org/03nadee84	LT	Lithuania
Virginia Military Institute	Virginia Military Institute	https://ror.org/01ngnm118	US	United States
Virginia Tech, USA	Virginia Tech	https://ror.org/02smfhw86	US	United States
Vrije Universiteit	Vrije Universiteit Amsterdam	https://ror.org/008xxew50	NL	Netherlands
Vrije Universiteit Amsterdam	VU Amsterdam	https://ror.org/008xxew50	NL	Netherlands
Vrije Universiteit Amsterdam, Amsterdam	VU Amsterdam	https://ror.org/008xxew50	NL	Netherlands
Vrije Universiteit Amsterdam, Netherlands	VU Amsterdam	https://ror.org/008xxew50	NL	Netherlands
Vrije Universiteit Brussel	Vrije Universiteit Brussel	https://ror.org/006e5kg04	BE	Belgium
Vrije Universiteit Brussel && Radboud Universiteit Nijmegen	Vrije Universiteit Amsterdam	https://ror.org/008xxew50	NL	Netherlands
Vrije Universiteit Brussel, Belgium	Vrije Universiteit Brussel	https://ror.org/006e5kg04	BE	Belgium
Vrije Universiteit, Netherlands	VU Amsterdam	https://ror.org/008xxew50	NL	Netherlands
Vrije Universiteit, Netherlands. Vrije Universiteit Amsterdam, Netherlands	VU Amsterdam	https://ror.org/008xxew50	NL	Netherlands
Vrije universiteit amsterdam	VU Amsterdam	https://ror.org/008xxew50	NL	Netherlands
WU Vienna, Austria	Vienna University of Economics and Business	https://ror.org/03yn8s215	AT	Austria
WU Wien, Vienna	Vienna University of Economics and Business	https://ror.org/03yn8s215	AT	Austria
WZB	Social Science Research Center Berlin	https://ror.org/03k0z2z93	DE	Germany
WZB - Berlin Social Science Center	Social Science Research Center Berlin	https://ror.org/03k0z2z93	DE	Germany
WZB - Berlin Social Science Center && MZES - Mannheim	Social Science Research Center Berlin	https://ror.org/03k0z2z93	DE	Germany
WZB Berlin	Social Science Research Center Berlin	https://ror.org/03k0z2z93	DE	Germany
WZB Berlin Social Science Center	Social Science Research Center Berlin	https://ror.org/03k0z2z93	DE	Germany
WZB Berlin Social Science Center && Columbia University	Social Science Research Center Berlin	https://ror.org/03k0z2z93	DE	Germany
WZB Berlin Social Science Center && Free University Berlin	Social Science Research Center Berlin	https://ror.org/03k0z2z93	DE	Germany
WZB Berlin Social Science Center && Free University of Berlin	Social Science Research Center Berlin	https://ror.org/03k0z2z93	DE	Germany
WZB Berlin Social Science Center && ICSID, HSE University	Social Science Research Center Berlin	https://ror.org/03k0z2z93	DE	Germany
WZB Berlin Social Science Center, Berlin	Social Science Research Center Berlin	https://ror.org/03k0z2z93	DE	Germany
WZB Berlin Social Science Center, Berlin, Germany	Social Science Research Center Berlin	https://ror.org/03k0z2z93	DE	Germany
WZB Berlin Social Science Center, FU Berlin, Germany	Social Science Research Center Berlin	https://ror.org/03k0z2z93	DE	Germany
WZB Berlin Social Science Center, Germany	Social Science Research Center Berlin	https://ror.org/03k0z2z93	DE	Germany
WZB Berlin Social Science Centre, Germany	Social Science Research Center Berlin	https://ror.org/03k0z2z93	DE	Germany
WZB Berlin and University of Bamberg, Germany. University of Bamberg, Germany	Social Science Research Center Berlin	https://ror.org/03k0z2z93	DE	Germany
WZB Social Science Center Berlin	Social Science Research Center Berlin	https://ror.org/03k0z2z93	DE	Germany
WZB Social Science Center Berlin, Freie Universitat Berlin	Social Science Research Center Berlin	https://ror.org/03k0z2z93	DE	Germany
WZB, Columbia, Germany	Social Science Research Center Berlin	https://ror.org/03k0z2z93	DE	Germany
WZB, Germany	Social Science Research Center Berlin	https://ror.org/03k0z2z93	DE	Germany
Wageningen University & Research, Netherlands	Wageningen University & Research	https://ror.org/04qw24q55	NL	Netherlands
Warsaw School of Economics, Poland	SGH Warsaw School of Economics	https://ror.org/032cph770	PL	Poland
Warwick University, Coventry	University of Warwick	https://ror.org/01a77tt86	GB	United Kingdom
Waseda Institute for Advanced Study, Japan	Waseda University	https://ror.org/00ntfnx83	JP	Japan
Waseda University	Waseda University	https://ror.org/00ntfnx83	JP	Japan
Waseda University, Japan	Waseda University	https://ror.org/00ntfnx83	JP	Japan
Washington University in Saint Louis, Saint Louis	Washington University in St. Louis	https://ror.org/01yc7t268	US	United States
Washington University in Saint Louis, USA	Washington University in St. Louis	https://ror.org/01yc7t268	US	United States
Washington University in St Louis, USA	Washington University in St. Louis	https://ror.org/01yc7t268	US	United States
Washington University in St. Louis	Washington University in St. Louis	https://ror.org/01yc7t268	US	United States
Washington University in St. Louis, USA	Washington University in St. Louis	https://ror.org/01yc7t268	US	United States
Washington University in St. Louis, USA. Washington University in Saint Louis, USA. Wasington University in Saint Louis, USA	Washington University in St. Louis	https://ror.org/01yc7t268	US	United States
Washington University, St Louis, USA	Washington University in St. Louis	https://ror.org/01yc7t268	US	United States
Washington University, St. Louis, USA	University of Washington	https://ror.org/00cvxb145	US	United States
Washington and Lee University	Washington and Lee University	https://ror.org/05r9xgf14	US	United States
Washington and Lee University, USA	Washington and Lee University	https://ror.org/05r9xgf14	US	United States
Wayne State University	Wayne State University	https://ror.org/01070mq45	US	United States
Weber State University, USA	Weber State University	https://ror.org/01epn2q93	US	United States
